qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
utils.email_formatting_utils:_as_list_str,function,Utils,utils/email_formatting_utils.py,40,45,Implements `_as_list_str`.,x:Any (required),return: List[str],none,isinstance; str; str(i).strip; x.strip,none,unknown,false,stable,not found,
utils.email_formatting_utils:_render_bullets,function,Utils,utils/email_formatting_utils.py,48,56,Implements `_render_bullets`.,items:List[str] (required); max_items:int (required),return: str,none,''.join; escape; i.strip,none,unknown,false,stable,not found,
utils.email_formatting_utils:safe_extract_forecast_dict,function,Utils,utils/email_formatting_utils.py,59,75,Input:,raw:Any (required),"return: Dict[str, Any]",TypeError('raw must be dict or JSON string'); ValueError(f'Invalid JSON from LLM: {e}'),TypeError; ValueError; isinstance; json.loads,none,unknown,false,stable,not found,
utils.email_formatting_utils:render_basic_forecast_html_daily,function,Utils,utils/email_formatting_utils.py,78,225,Inputs:,raw_json:Any (required); opts:Optional[RenderOptions]=None (optional),"return: str; side_effects: email, network",none,"''.join; RenderOptions; _as_list_str; _render_bullets; cat_blocks.append; categories_in.get; cta.get; data.get; escape; f'''\n    <!doctype html>\n    <html>\n      <body style=""margin:0;padding:0;background-color:#f8f9fa;font-family:Arial,Helvetica,sans-serif;"">\n        <table role=""presentation"" width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" style=""border-collapse:collapse;"">\n          <tr>\n            <td align=""center"" style=""padding:14px;"">\n              <table role=""presentation"" width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" style=""max-width:600px;background-color:#ffffff;border-radius:8px;box-shadow:0 2px 8px rgba(0,0,0,0.08);border-collapse:collapse;"">\n                <tr>\n                  <td style=""padding:8px 10px 6px;background:linear-gradient(135deg,#667eea 0%,#764ba2 100%);border-radius:8px 8px 0 0;"">\n                    <div style=""margin:0;font-size:18px;line-height:1.15;font-weight:325;color:#ffffff;""><strong>{escape(opts.title)}</strong></div>\n                    <div style=""margin:4px 0 0 0;font-size:16px;line-height:1.25;color:#e9ecef;"">Hello <strong>{name}</strong>,</div>\n                  </td>\n                </tr>\n                <tr>\n                  <td style=""padding:12px 20px 6px;"">\n                    {summary_block}\n                    {energy_block}\n                    {best_use_block}\n                    {watch_out_block}\n                    {cats_block}\n\n                    <div style=""border-top:1px solid #eee;margin-top:12px;padding-top:12px;font-size:11px;line-height:1.2;color:#6c757d;"">\n                      {site_label}: <a href=""{escape(site_url)}"" style=""color:#667eea;text-decoration:none;font-weight:700;"">{escape(site_url.replace('https://', ''))}</a><br>\n                      {footer_note}\n                    </div>\n                  </td>\n                </tr>\n              </table>\n            </td>\n          </tr>\n        </table>\n      </body>\n    </html>\n    '''.strip; f'\n            <div style=""margin-top:14px;"">\n              <div style=""font-size:12px;font-weight:700;color:#111;text-transform:uppercase;letter-spacing:0.4px;"">\n                {escape(CATEGORY_LABELS[key])}\n              </div>\n              {bullets_html}\n            </div>\n            '.strip; int; isinstance; safe_extract_forecast_dict; site_url.replace; str; str(cta.get('footer_note', 'To Unsubscribe email support@yourastroconsultant.com | Preferences')).strip; str(cta.get('site_label', 'View full chart & guidance')).strip; str(cta.get('site_url', 'https://www.yourastroconsultant.com')).strip; str(data.get('forecast_type', '')).strip","email, network",non-idempotent,false,risky,not found,Risk: hardcoded URL; large function >80 LOC
utils.email_formatting_utils:render_basic_forecast_html_weekly,function,Utils,utils/email_formatting_utils.py,227,377,Inputs:,raw_json:Any (required); opts:Optional[RenderOptions]=None (optional),"return: str; side_effects: email, network",none,"''.join; RenderOptions; _as_list_str; _render_bullets; cat_blocks.append; categories_in.get; cta.get; data.get; escape; f'''\n    <!doctype html>\n    <html>\n      <body style=""margin:0;padding:0;background-color:#f8f9fa;font-family:Arial,Helvetica,sans-serif;"">\n        <table role=""presentation"" width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" style=""border-collapse:collapse;"">\n          <tr>\n            <td align=""center"" style=""padding:14px;"">\n              <table role=""presentation"" width=""100%"" cellpadding=""0"" cellspacing=""0"" border=""0"" style=""max-width:600px;background-color:#ffffff;border-radius:8px;box-shadow:0 2px 8px rgba(0,0,0,0.08);border-collapse:collapse;"">\n                <tr>\n                  <td style=""padding:8px 10px 6px;background:linear-gradient(135deg,#667eea 0%,#764ba2 100%);border-radius:8px 8px 0 0;"">\n                    <div style=""margin:0;font-size:18px;line-height:1.15;font-weight:325;color:#ffffff;""><strong>{escape(opts.title)}</strong></div>\n                    <div style=""margin:4px 0 0 0;font-size:16px;line-height:1.25;color:#e9ecef;"">Hello <strong>{name}</strong>,</div>\n                  </td>\n                </tr>\n                <tr>\n                  <td style=""padding:12px 20px 6px;"">\n                    {overview_block}\n                    {energy_trend_block}\n                    {opportunities_block}\n                    {careful_block}\n                    {advice_block}\n                    {cats_block}\n\n                    <div style=""border-top:1px solid #eee;margin-top:12px;padding-top:12px;font-size:11px;line-height:1.2;color:#6c757d;"">\n                      {site_label}: <a href=""{escape(site_url)}"" style=""color:#667eea;text-decoration:none;font-weight:700;"">{escape(site_url.replace('https://', ''))}</a><br>\n                      {footer_note}\n                    </div>\n                  </td>\n                </tr>\n              </table>\n            </td>\n          </tr>\n        </table>\n      </body>\n    </html>\n    '''.strip; f'\n            <div style=""margin-top:14px;"">\n              <div style=""font-size:12px;font-weight:700;color:#111;text-transform:uppercase;letter-spacing:0.4px;"">\n                {escape(CATEGORY_LABELS[key])}\n              </div>\n              {bullets_html}\n            </div>\n            '.strip; isinstance; safe_extract_forecast_dict; site_url.replace; str; str(cta.get('footer_note', 'To Unsubscribe email support@yourastroconsultant.com | Preferences')).strip; str(cta.get('site_label', 'View full chart & guidance')).strip; str(cta.get('site_url', 'https://www.yourastroconsultant.com')).strip; str(data.get('energy_trend', '')).strip; str(data.get('forecast_type', '')).strip","email, network",non-idempotent,false,risky,not found,Risk: hardcoded URL; large function >80 LOC
utils.email_util:send_email,function,Utils,utils/email_util.py,27,53,Implements `send_email`.,to_email:str (required); subject:str (required); body:str (required); pdf_path:str (required); html_body:str | None=None (optional),"return: unknown; side_effects: email, filesystem, network",none,EmailMessage; attachment.read; html_escape; msg.add_alternative; msg.add_attachment; msg.set_content; open; os.path.basename; safe.replace; server.login; server.send_message; server.starttls; smtplib.SMTP,"email, filesystem, network",non-idempotent,false,stable,not found,
utils.llm_utils:get_token_encoder,function,Utils,utils/llm_utils.py,4,9,Return the encoder for the given model.,model:str (required),return: unknown,none,tiktoken.encoding_for_model; tiktoken.get_encoding,none,unknown,false,risky,not found,Risk: possible hardcoded secret/token
utils.llm_utils:count_tokens,function,Utils,utils/llm_utils.py,11,32,Count the tokens used in the messages for GPT-4.1 model.,"messages:List[Dict[str, str]] (required); model:str='gpt-4.1' (optional)",return: int,none,encoding.encode; get_token_encoder; len,none,unknown,false,risky,not found,Risk: possible hardcoded secret/token
utils.llm_utils:count_response_tokens,function,Utils,utils/llm_utils.py,34,46,Count tokens in response from GPT-4.1.,response_content:str (required); model:str='gpt-4.1' (optional),return: int,none,encoding.encode; get_token_encoder; len; response_content.strip,none,unknown,false,risky,not found,Risk: possible hardcoded secret/token
utils.report_generator:generate_pdf_from_batch_output,function,Utils,utils/report_generator.py,10,31,Convenience wrapper used by other scripts.,"json_path:Path (required); report_type:Literal['DAILY', 'WEEKLY']='DAILY' (optional); language_mode:Literal['HI', 'EN', 'BILINGUAL']='EN' (optional); output_dir:Optional[Path]=None (optional); file_name:Optional[str]=None (optional)",return: Path,none,ReportConfig; generate_report_pdf; json.loads; json_path.read_text,none,unknown,false,stable,not found,
utils.synastry_card_generation:SynastryPosterGenerator.__init__,method,Utils,utils/synastry_card_generation.py,38,54,Implements `SynastryPosterGenerator.__init__`.,none,return: unknown,none,none,none,unknown,false,stable,found,
utils.synastry_card_generation:SynastryPosterGenerator._get_gradients_and_filters,method,Utils,utils/synastry_card_generation.py,56,73,Defines the gold gradients and glow effects.,none,return: unknown,none,none,none,unknown,false,stable,not found,
utils.synastry_card_generation:SynastryPosterGenerator._draw_radar_chart,method,Utils,utils/synastry_card_generation.py,75,126,Generates the SVG path for the elemental radar chart.,cx:Any (required); cy:Any (required); radius:Any (required); data_p1:Any (required); data_p2:Any (required),return: unknown,none,get_point; make_shape,none,unknown,false,stable,not found,
utils.synastry_card_generation:SynastryPosterGenerator._draw_gauge,method,Utils,utils/synastry_card_generation.py,128,159,Draws the semicircle gauge and rotates needle based on score.,cx:Any (required); cy:Any (required); radius:Any (required); score:Any (required),return: unknown,none,none,none,unknown,false,stable,not found,
utils.synastry_card_generation:SynastryPosterGenerator.generate,method,Utils,utils/synastry_card_generation.py,161,290,data dictionary format:,data:Any (required); filename:Any='output_synastry.svg' (optional),"return: unknown; side_effects: filesystem, logging",none,f.write; open; print; self._draw_gauge; self._draw_radar_chart; self._get_gradients_and_filters,"filesystem, logging",non-idempotent,false,risky,not found,Risk: hardcoded URL; large function >80 LOC
utils.text_utils:strip_html,function,Utils,utils/text_utils.py,11,18,Remove HTML tags and decode HTML entities in a string.,text:str (required),return: str,none,_TAG_RE.sub; _WHITESPACE_RE.sub; unescape,none,unknown,false,stable,not found,
utils.timeline_report_pdf:_resolve_output_path,function,Utils,utils/timeline_report_pdf.py,20,28,Implements `_resolve_output_path`.,output_path:Optional[str] (required); payload:TimelineRequest (required),return: str,none,'_'.join; Path; Path(__file__).resolve; output_dir.mkdir; str; str(payload.name).split,none,unknown,false,stable,not found,
utils.timeline_report_pdf:_resolve_plot_image,function,Utils,utils/timeline_report_pdf.py,31,44,Implements `_resolve_plot_image`.,timeline_plot:Any (required),return: Optional[str]; side_effects: db,none,hasattr; isinstance; os.path.isfile; str; tempfile.NamedTemporaryFile; timeline_plot.savefig; tmp.close,db,non-idempotent,false,stable,not found,
utils.timeline_report_pdf:_get_devanagari_font_name,function,Utils,utils/timeline_report_pdf.py,47,68,Implements `_get_devanagari_font_name`.,none,return: str,none,Path; Path(__file__).resolve; TTFont; bold.is_file; pdfmetrics.getRegisteredFontNames; pdfmetrics.registerFont; pdfmetrics.registerFontFamily; regular.is_file; set; str,none,unknown,false,risky,not found,Risk: broad exception catch
utils.timeline_report_pdf:_get_cinzel_font_name,function,Utils,utils/timeline_report_pdf.py,71,82,Implements `_get_cinzel_font_name`.,none,return: str,none,Path; Path(__file__).resolve; TTFont; font_path.is_file; pdfmetrics.getRegisteredFontNames; pdfmetrics.registerFont; set; str,none,unknown,false,risky,not found,Risk: broad exception catch
utils.timeline_report_pdf:_format_ai_summary,function,Utils,utils/timeline_report_pdf.py,85,136,Implements `_format_ai_summary`.,ai_summary:str (required); font_name:str (required),return: list[Any]; side_effects: network,none,'<br/>'.join; KeepTogether; Paragraph; ParagraphStyle; Spacer; chunk.get; escape; flowables.append; getSampleStyleSheet; highlights.get; isinstance; json.loads; str; summary_data.get,network,non-idempotent,false,risky,not found,Risk: broad exception catch
utils.timeline_report_pdf:create_timeline_pdf_report,function,Utils,utils/timeline_report_pdf.py,138,221,Create a PDF report for timeline plot and description.,payload:TimelineRequest (required); timeline_plot:Any (required); timeline_description:str (required); ai_summary:Optional[str]=None (optional); output_path:Optional[str]=None (optional); lang_code:str='en' (optional),return: str,none,'<br/>'.join; Image; KeepTogether; PageBreak; Paragraph; ParagraphStyle; SimpleDocTemplate; Spacer; _format_ai_summary; _get_cinzel_font_name; _get_devanagari_font_name; _resolve_output_path; _resolve_plot_image; b.strip; block.replace; doc.build; getSampleStyleSheet; min; story.append; story.extend,none,unknown,false,risky,not found,Risk: large function >80 LOC
utils.timeline_report_plot:_format_date,function,Utils,utils/timeline_report_plot.py,11,21,Implements `_format_date`.,val:Any (required),return: str,none,dt.datetime.fromisoformat; dt.datetime.fromisoformat(val).date; dt.datetime.fromisoformat(val).date().isoformat; isinstance; len; val.date; val.date().isoformat; val.isoformat,none,unknown,false,stable,not found,
